::1 - - [29/Jul/2017:00:53:38 -0300] "GET /Prueba/views/recursos/dist/css/sb-admin-2.css HTTP/1.1" 200 2055 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:00:53:38 -0300] "GET /Prueba/views/recursos/vendor/metisMenu/metisMenu.min.css HTTP/1.1" 200 370 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:00:53:38 -0300] "GET /Prueba/views/recursos/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 19586 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:00:53:38 -0300] "GET /Prueba/views/recursos/bootstrap3-typeahead.min.js HTTP/1.1" 200 2878 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:00:53:38 -0300] "GET /Prueba/views/recursos/bootstrap-datepicker/css/bootstrap-datepicker3.standalone.min.css HTTP/1.1" 200 2567 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:00:53:38 -0300] "GET /Prueba/views/recursos/vendor/metisMenu/metisMenu.min.js HTTP/1.1" 200 815 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:00:53:38 -0300] "GET /Prueba/views/recursos/bootstrap-datepicker/js/bootstrap-datepicker.min.js HTTP/1.1" 200 10002 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:00:53:38 -0300] "GET /Prueba/views/recursos/dist/js/sb-admin-2.js HTTP/1.1" 200 672 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:00:53:38 -0300] "GET /Prueba/views/recursos/bootstrap-datepicker/locales/bootstrap-datepicker.es.min.js HTTP/1.1" 200 306 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:00:53:38 -0300] "GET /Prueba/views/recursos/vendor/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 9811 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:00:53:38 -0300] "GET /Prueba/views/recursos/vendor/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 6552 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:00:53:38 -0300] "GET /Prueba/views/recursos/vendor/jquery/jquery.min.js HTTP/1.1" 200 29982 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:00:53:40 -0300] "GET /Prueba/views/recursos/vendor/bootstrap/css/bootstrap.min.css.map HTTP/1.1" 200 1321 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:00:58:22 -0300] "GET /Prueba/actividad/tomarlista HTTP/1.1" 200 2912 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:00:58:24 -0300] "GET /Prueba/views/recursos/dist/css/sb-admin-2.css HTTP/1.1" 200 2055 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:00:58:24 -0300] "GET /Prueba/views/recursos/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 19586 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:00:58:25 -0300] "GET /Prueba/views/recursos/vendor/metisMenu/metisMenu.min.css HTTP/1.1" 200 370 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:00:58:25 -0300] "GET /Prueba/views/recursos/bootstrap-datepicker/css/bootstrap-datepicker3.standalone.min.css HTTP/1.1" 200 2567 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:00:58:25 -0300] "GET /Prueba/views/recursos/vendor/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 6552 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:00:58:25 -0300] "GET /Prueba/views/recursos/vendor/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 9811 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:00:58:25 -0300] "GET /Prueba/views/recursos/bootstrap3-typeahead.min.js HTTP/1.1" 200 2878 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:00:58:25 -0300] "GET /Prueba/views/recursos/vendor/jquery/jquery.min.js HTTP/1.1" 200 29982 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:00:58:25 -0300] "GET /Prueba/views/recursos/bootstrap-datepicker/locales/bootstrap-datepicker.es.min.js HTTP/1.1" 200 306 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:00:58:25 -0300] "GET /Prueba/views/recursos/vendor/metisMenu/metisMenu.min.js HTTP/1.1" 200 815 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:00:58:25 -0300] "GET /Prueba/views/recursos/dist/js/sb-admin-2.js HTTP/1.1" 200 672 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:00:58:25 -0300] "GET /Prueba/views/recursos/bootstrap-datepicker/js/bootstrap-datepicker.min.js HTTP/1.1" 200 10002 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:00:58:29 -0300] "GET /Prueba/views/recursos/vendor/bootstrap/css/bootstrap.min.css.map HTTP/1.1" 200 1321 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:02:28 -0300] "GET /Prueba/actividad/tomarlista HTTP/1.1" 200 2914 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:02:32 -0300] "GET /Prueba/views/recursos/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 19586 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:02:32 -0300] "GET /Prueba/views/recursos/dist/css/sb-admin-2.css HTTP/1.1" 200 2055 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:02:32 -0300] "GET /Prueba/views/recursos/vendor/metisMenu/metisMenu.min.css HTTP/1.1" 200 370 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:02:32 -0300] "GET /Prueba/views/recursos/bootstrap3-typeahead.min.js HTTP/1.1" 200 2878 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:02:32 -0300] "GET /Prueba/views/recursos/bootstrap-datepicker/css/bootstrap-datepicker3.standalone.min.css HTTP/1.1" 200 2567 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:02:32 -0300] "GET /Prueba/views/recursos/vendor/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 9811 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:02:32 -0300] "GET /Prueba/views/recursos/vendor/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 6552 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:02:32 -0300] "GET /Prueba/views/recursos/vendor/jquery/jquery.min.js HTTP/1.1" 200 29982 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:02:32 -0300] "GET /Prueba/views/recursos/vendor/metisMenu/metisMenu.min.js HTTP/1.1" 200 815 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:02:32 -0300] "GET /Prueba/views/recursos/dist/js/sb-admin-2.js HTTP/1.1" 200 672 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:02:32 -0300] "GET /Prueba/views/recursos/bootstrap-datepicker/locales/bootstrap-datepicker.es.min.js HTTP/1.1" 200 306 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:02:32 -0300] "GET /Prueba/views/recursos/bootstrap-datepicker/js/bootstrap-datepicker.min.js HTTP/1.1" 200 10002 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:02:37 -0300] "GET /Prueba/views/recursos/vendor/bootstrap/css/bootstrap.min.css.map HTTP/1.1" 200 1321 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:02:57 -0300] "GET /Prueba/actividad/tomarlista HTTP/1.1" 200 2914 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:02:59 -0300] "GET /Prueba/views/recursos/dist/css/sb-admin-2.css HTTP/1.1" 200 2055 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:02:59 -0300] "GET /Prueba/views/recursos/vendor/metisMenu/metisMenu.min.css HTTP/1.1" 200 370 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:02:59 -0300] "GET /Prueba/views/recursos/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 19586 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:02:59 -0300] "GET /Prueba/views/recursos/vendor/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 6552 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:02:59 -0300] "GET /Prueba/views/recursos/vendor/jquery/jquery.min.js HTTP/1.1" 200 29982 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:02:59 -0300] "GET /Prueba/views/recursos/bootstrap3-typeahead.min.js HTTP/1.1" 200 2878 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:02:59 -0300] "GET /Prueba/views/recursos/bootstrap-datepicker/css/bootstrap-datepicker3.standalone.min.css HTTP/1.1" 200 2567 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:02:59 -0300] "GET /Prueba/views/recursos/vendor/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 9811 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:02:59 -0300] "GET /Prueba/views/recursos/bootstrap-datepicker/locales/bootstrap-datepicker.es.min.js HTTP/1.1" 200 306 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:02:59 -0300] "GET /Prueba/views/recursos/bootstrap-datepicker/js/bootstrap-datepicker.min.js HTTP/1.1" 200 10002 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:02:59 -0300] "GET /Prueba/views/recursos/vendor/metisMenu/metisMenu.min.js HTTP/1.1" 200 815 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:02:59 -0300] "GET /Prueba/views/recursos/dist/js/sb-admin-2.js HTTP/1.1" 200 672 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:03:03 -0300] "GET /Prueba/views/recursos/vendor/bootstrap/css/bootstrap.min.css.map HTTP/1.1" 200 1321 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:03:03 -0300] "POST /Prueba/actividad/traerEventos HTTP/1.1" 200 9 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:03:15 -0300] "POST /Prueba/actividad/traerEventos HTTP/1.1" 200 96 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:04:58 -0300] "GET /Prueba/actividad/tomarlista HTTP/1.1" 200 2919 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:05:00 -0300] "GET /Prueba/views/recursos/vendor/metisMenu/metisMenu.min.css HTTP/1.1" 200 370 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:05:00 -0300] "GET /Prueba/views/recursos/dist/css/sb-admin-2.css HTTP/1.1" 200 2055 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:05:00 -0300] "GET /Prueba/views/recursos/vendor/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 9811 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:05:00 -0300] "GET /Prueba/views/recursos/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 19586 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:05:00 -0300] "GET /Prueba/views/recursos/vendor/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 6552 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:05:00 -0300] "GET /Prueba/views/recursos/bootstrap-datepicker/locales/bootstrap-datepicker.es.min.js HTTP/1.1" 200 306 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:05:00 -0300] "GET /Prueba/views/recursos/bootstrap3-typeahead.min.js HTTP/1.1" 200 2878 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:05:00 -0300] "GET /Prueba/views/recursos/vendor/metisMenu/metisMenu.min.js HTTP/1.1" 200 815 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:05:00 -0300] "GET /Prueba/views/recursos/bootstrap-datepicker/css/bootstrap-datepicker3.standalone.min.css HTTP/1.1" 200 2567 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:05:00 -0300] "GET /Prueba/views/recursos/dist/js/sb-admin-2.js HTTP/1.1" 200 672 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:05:00 -0300] "GET /Prueba/views/recursos/bootstrap-datepicker/js/bootstrap-datepicker.min.js HTTP/1.1" 200 10002 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:05:00 -0300] "GET /Prueba/views/recursos/vendor/jquery/jquery.min.js HTTP/1.1" 200 29982 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:05:11 -0300] "POST /Prueba/actividad/traerEventos HTTP/1.1" 200 96 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:07:18 -0300] "GET /Prueba/actividad/tomarlista HTTP/1.1" 200 2873 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
::1 - - [29/Jul/2017:01:07:20 -0300] "GET /Prueba/views/recursos/vendor/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 6552 "http://localhost/Prueba/actividad/tomarlista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:54.0) Gecko/20100101 Firefox/54.0"
